,GDP,CPI,Interest,Net Income Margin,Diluted EPS,Current Ratio,Cash Conversion Cycle,Debt to Equity,Volume,Unemployment,MA30,MA7,RSI,ADX,ATR,OBV,Walmart,S&P500
2018-04-05,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,19609800.0,4.0,25.94287414550781,25.992151532854358,45.3811885540995,21.460607645633168,0.2701841246787408,1076719200.0,25.959209442138672,2662.840087890625
2018-04-06,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,19142700.0,4.0,25.9357577641805,25.94316155569894,47.96514939707359,20.21840004279172,0.2633437874214144,1095861900.0,25.62811088562012,2604.469970703125
2018-04-07,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,19050000.0,4.0,25.930535252889,25.84687178475516,43.73531720222292,19.669183296560465,0.2681834137854958,1076811900.0,25.62811088562012,2604.469970703125
2018-04-08,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,19050000.0,4.0,25.918414688110357,25.750582013811385,43.73531720222292,19.15919631791716,0.2490274556579604,1076811900.0,25.62811088562012,2604.469970703125
2018-04-09,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,19050000.0,4.0,25.89841054280599,25.654292242867605,43.73531720222292,18.68563698060552,0.2312397802538204,1076811900.0,25.506898880004883,2613.159912109375
2018-04-10,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,25104300.0,4.0,25.87436599731445,25.68512235369001,42.04018206873712,18.48806547217125,0.2233806534939214,1051707600.0,25.55715560913086,2656.8701171875
2018-04-11,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,27382200.0,4.0,25.851996676127115,25.670340946742467,43.026190368282094,18.163747885833008,0.211014658896211,1079089800.0,25.397518157958984,2642.18994140625
2018-04-12,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,18837000.0,4.0,25.83071155548096,25.615016392299108,40.660018027301774,18.200620461516117,0.2073448583444727,1060252800.0,25.255613327026367,2663.989990234375
2018-04-13,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,20568900.0,4.0,25.80242983500163,25.514502661568777,38.626509389986495,18.525360515695468,0.2026705706721973,1039683900.0,25.43003463745117,2656.300048828125
2018-04-14,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,22677600.0,4.0,25.786170323689777,25.4862060546875,42.43723064287782,18.282516101306104,0.2006527663688121,1062361500.0,25.43003463745117,2656.300048828125
2018-04-15,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,22677600.0,4.0,25.77148742675781,25.457909447806223,42.43723064287782,18.057017716515983,0.186320425913897,1062361500.0,25.43003463745117,2656.300048828125
2018-04-16,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,22677600.0,4.0,25.740446345011392,25.429612840924943,42.43723064287782,17.847626359210867,0.1730118240629043,1062361500.0,25.672447204589844,2677.840087890625
2018-04-17,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,21062100.0,4.0,25.717485682169595,25.45326260157994,48.03769923314757,16.853124585960437,0.1779690199968877,1083423600.0,25.985816955566406,2706.389892578125
2018-04-18,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,20405700.0,4.0,25.704970677693684,25.51449993678502,54.23625946770313,16.25450989663514,0.1876405007811502,1103829300.0,25.888259887695312,2708.639892578125
2018-04-19,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,17562000.0,4.0,25.706153043111165,25.58460589817592,52.15057824378114,15.40069893884422,0.1812059698590034,1086267300.0,25.982866287231445,2693.1298828125
2018-04-20,0.0505883905299087,0.0247099630210529,1.69,1.6,0.24,0.7598,3.9201,0.5251787879537749,19764900.0,4.0,25.705561892191568,25.688499178205216,53.9980626570207,14.871800822786875,0.1750202862645126,1106032200.0,25.71384048461914,2670.139892578125
2018-04-21,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,24974700.0,4.0,25.693736775716147,25.729042870657786,48.288463962181474,14.054034483704744,0.1817349660036406,1081057500.0,25.71384048461914,2670.139892578125
2018-04-22,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,24974700.0,4.0,25.692160097757974,25.76958656311035,48.288463962181474,13.294680025985626,0.1687538970033806,1081057500.0,25.71384048461914,2670.139892578125
2018-04-23,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,24974700.0,4.0,25.707532819112146,25.81013025556292,48.28846396218146,12.5895651723893,0.1567000472174248,1081057500.0,25.45368766784668,2670.2900390625
2018-04-24,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,22081500.0,4.0,25.714233779907225,25.77887889317104,42.82002946120372,12.716020594189532,0.1640895307570702,1058976000.0,25.5808048248291,2634.56005859375
2018-04-25,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,25409100.0,4.0,25.725171979268392,25.721020017351425,46.03580445046221,12.374047058824251,0.1614486469160239,1084385100.0,25.770008087158203,2639.39990234375
2018-04-26,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,20281200.0,4.0,25.721920077006025,25.70412690298898,50.49823568386769,11.561363080889333,0.1634311194455295,1104666300.0,25.997642517089844,2666.93994140625
2018-04-27,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,17347500.0,4.0,25.74054463704427,25.70623779296875,55.28869531976161,11.491079335077467,0.1680170701945374,1122013800.0,25.80548667907715,2669.909912109375
2018-04-28,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,16953300.0,4.0,25.735814476013186,25.719330106462756,50.81800644069947,10.787146016957577,0.1697412678958344,1105060500.0,25.80548667907715,2669.909912109375
2018-04-29,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,16953300.0,4.0,25.719259389241536,25.73242241995675,50.81800644069947,10.13349365013196,0.1576168916175605,1105060500.0,25.80548667907715,2669.909912109375
2018-04-30,0.0505883905299087,0.0247099630210529,1.7,1.6,0.24,0.7598,3.9201,0.5251787879537749,16953300.0,4.0,25.70270430246989,25.745514733450754,50.81800644069947,9.5265307380796,0.1463585422163062,1105060500.0,26.151371002197266,2648.050048828125
2018-05-01,0.0505883905299087,0.0247099630210529,1.69,1.74,0.24,0.7336,3.8702,0.5409325366426638,26057700.0,4.0,25.69767869313558,25.845183781215123,58.38346665524672,10.043702350394875,0.1606103837094355,1131118200.0,25.840959548950195,2654.800048828125
2018-05-02,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,20873100.0,3.8,25.6823060353597,25.88234874180385,50.82705344625631,9.444445531974717,0.1713104601049808,1110245100.0,25.524629592895508,2635.669921875
2018-05-03,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,18249000.0,3.8,25.69009075164795,25.84729467119489,44.50546230339594,9.554776236348532,0.1816689955299599,1091996100.0,25.49211883544922,2629.72998046875
2018-05-04,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,20628300.0,3.8,25.684473864237468,25.77507700238909,43.90112614225917,9.743559913429468,0.1710148356668406,1071367800.0,25.876428604125977,2663.419921875
2018-05-05,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,20914500.0,3.8,25.68752848307292,25.78521156311035,52.169323062889084,9.357494642882946,0.1862501880246918,1092282300.0,25.876428604125977,2663.419921875
2018-05-06,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,20914500.0,3.8,25.684769121805825,25.795346123831614,52.16932306288909,8.999005463089748,0.1729466031657852,1092282300.0,25.876428604125977,2663.419921875
2018-05-07,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,20914500.0,3.8,25.69304637908936,25.805480684552872,52.169323062889084,8.666122653281779,0.1605932743682292,1092282300.0,25.26743698120117,2672.6298828125
2018-05-08,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,32350800.0,3.8,25.681023915608723,25.679204395839147,40.38802319315705,9.420253436167783,0.192621727836556,1059931500.0,25.34725952148437,2671.919921875
2018-05-09,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,19654200.0,3.8,25.671662203470863,25.608675820486887,42.229568999233805,9.857439762265258,0.1845646430113165,1079585700.0,24.554969787597656,2697.7900390625
2018-05-10,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,96795600.0,3.8,25.63993123372396,25.47015299115862,31.74650767656344,11.76097868259439,0.2279735780738452,982790100.0,24.599597930908203,2723.070068359375
2018-05-11,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,47572800.0,3.8,25.608012644449868,25.34265000479562,32.75905368961488,13.383901106749809,0.2148774755907525,1030362900.0,24.804861068725582,2727.719970703125
2018-05-12,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,29804400.0,3.8,25.58825740814209,25.18956892830985,37.361789620649645,14.233366796174872,0.2141907371783689,1060167300.0,24.804861068725582,2727.719970703125
2018-05-13,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,29804400.0,3.8,25.5732323328654,25.03648785182408,37.361789620649645,15.022156364926715,0.1988913988084854,1060167300.0,24.804861068725582,2727.719970703125
2018-05-14,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,29804400.0,3.8,25.55239321390788,24.883406775338308,37.361789620649645,15.754603821624858,0.184684870322165,1060167300.0,25.10533142089844,2730.1298828125
2018-05-15,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,28497600.0,3.8,25.54156977335612,24.86024883815221,44.328957978929424,15.439423837376024,0.1929552618829284,1088664900.0,25.14400100708008,2711.449951171875
2018-05-16,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,27968700.0,3.8,25.53203531901041,24.83121190752302,45.17414910116386,15.02601512025433,0.1819348564756935,1116633600.0,25.62296485900879,2722.4599609375
2018-05-17,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,41200800.0,3.8,25.53038590749105,24.983782632010325,54.40710290017996,14.582314454547586,0.2031512132937662,1157834400.0,25.13508033752441,2720.1298828125
2018-05-18,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,89162100.0,3.8,25.502028020222983,25.060280118669784,45.92335300261071,14.123098707421232,0.2234893067359526,1068672300.0,24.882211685180664,2712.969970703125
2018-05-19,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,36129300.0,3.8,25.46849308013916,25.071330206734796,42.24642709509398,14.221959214734865,0.2255878314222238,1032543000.0,24.882211685180664,2712.969970703125
2018-05-20,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,36129300.0,3.8,25.43180459340413,25.082380294799805,42.24642709509398,14.313758257240377,0.209474414892065,1032543000.0,24.882211685180664,2712.969970703125
2018-05-21,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,36129300.0,3.8,25.40408363342285,25.093430382864817,42.24642709509398,14.399000225281211,0.1945119566854889,1032543000.0,25.14102935791016,2733.010009765625
2018-05-22,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,32147100.0,3.8,25.384989929199214,25.09853008815221,47.60886280052283,13.71209123768644,0.1991052221172034,1064690100.0,24.8018856048584,2724.43994140625
2018-05-23,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,24201900.0,3.8,25.354591433207197,25.049656459263392,42.0935137973257,13.862154178233736,0.2091079743268145,1040488200.0,24.69479179382324,2733.2900390625
2018-05-24,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,28197600.0,3.8,25.32929490407308,24.91706030709403,40.49805853726643,14.22942051732184,0.2018212483774103,1012290600.0,24.64719009399414,2727.760009765625
2018-05-25,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,25728600.0,3.8,25.29817441304525,24.847361700875418,39.77639030296744,14.67354900851779,0.1908055663382453,986562000.0,24.53117179870605,2721.330078125
2018-05-26,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,17740500.0,3.8,25.25687987009684,24.79721314566476,37.99907252906957,15.339856575185154,0.1854636184060911,968821500.0,24.53117179870605,2721.330078125
2018-05-27,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,17740500.0,3.8,25.207997512817386,24.7470645904541,37.99907252906957,15.95857074423342,0.1722162170913703,968821500.0,24.53117179870605,2721.330078125
2018-05-28,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,17740500.0,3.8,25.165520350138348,24.696916035243444,37.99907252906957,16.533091044063955,0.159915058727701,968821500.0,24.53117179870605,2721.330078125
2018-05-29,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,17740500.0,3.8,25.12304318745931,24.609793526785715,37.99907252906957,17.06657417962088,0.1484925545328652,968821500.0,24.513324737548828,2689.860107421875
2018-05-30,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,25284600.0,3.8,25.0799711227417,24.56857054574149,37.65097979080203,17.61167891096196,0.1391607335774624,943536900.0,25.02501106262207,2724.010009765625
2018-05-31,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,27942300.0,3.8,25.042425791422527,24.615744726998464,51.39773644701718,16.553378481181415,0.1657697043985895,971479200.0,24.554967880249023,2705.27001953125
2018-06-01,0.0505883905299087,0.0278192160784249,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,34406100.0,3.8,24.99955940246582,24.60257012503488,42.19442158268582,16.486076934999055,0.1875035242539079,937073100.0,24.6888427734375,2734.6201171875
2018-06-02,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,15713700.0,4.0,24.97169984181722,24.62509454999651,45.20393131042796,15.993652681009417,0.1836729077492342,952786800.0,24.6888427734375,2734.6201171875
2018-06-03,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,15713700.0,4.0,24.944923973083498,24.647618974958142,45.20393131042796,15.53640158801904,0.1705534143385747,952786800.0,24.6888427734375,2734.6201171875
2018-06-04,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,15713700.0,4.0,24.90533777872721,24.670143399919784,45.203931310427954,15.111811287385118,0.1583710276001051,952786800.0,25.4117431640625,2746.8701171875
2018-06-05,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,32766000.0,4.0,24.889848264058436,24.79593930925642,59.44405830671025,15.381547382101926,0.1986945535304547,985552800.0,25.17375373840332,2748.800048828125
2018-06-06,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,24844200.0,4.0,24.86642576853434,24.89028630937849,54.429182762405546,14.915605820866864,0.2015013301110779,960708600.0,25.155902862548828,2772.35009765625
2018-06-07,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,22088400.0,4.0,24.862707964579265,24.908985137939453,54.06078194662244,14.430317111751004,0.1883834405213218,938620200.0,25.27192687988281,2770.3701171875
2018-06-08,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,23117100.0,4.0,24.86019687652588,25.01140785217285,56.13876809149298,14.27654704541064,0.1832149102936548,961737300.0,25.096410751342773,2779.030029296875
2018-06-09,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,22807200.0,4.0,24.87824490865072,25.069631849016464,52.2857900084833,13.583335114807497,0.1826649973112537,938930100.0,25.096410751342773,2779.030029296875
2018-06-10,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,22807200.0,4.0,24.894805335998534,25.127855845860072,52.2857900084833,12.939638322104576,0.169617497503307,938930100.0,25.096410751342773,2779.030029296875
2018-06-11,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,22807200.0,4.0,24.90452365875244,25.186079842703684,52.28579000848329,12.341919871737575,0.1575019619673565,938930100.0,25.07855987548828,2782.0
2018-06-12,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,18756900.0,4.0,24.9136469523112,25.138482230050226,51.83388828500702,11.722338207328752,0.1475268843878662,920173200.0,25.01905632019043,2786.85009765625
2018-06-13,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,24185100.0,4.0,24.920786794026693,25.116382598876957,50.2740754664416,10.924181973439785,0.1412395037385794,895988100.0,25.016084671020508,2775.6298828125
2018-06-14,0.0505883905299087,0.0280755069359401,1.7,1.74,0.24,0.7336,3.8702,0.5409325366426638,19075200.0,4.0,24.917811902364097,25.096408571515763,50.1928411033955,10.17143199010773,0.1313632284122467,876912900.0,24.926834106445312,2782.489990234375
2018-06-15,0.0505883905299087,0.0280755069359401,1.9,1.74,0.24,0.7336,3.8702,0.5409325366426638,22552200.0,4.0,24.91057300567627,25.04710960388184,47.69990405426716,9.773486268776152,0.1283551809953145,854360700.0,24.90006446838379,2779.659912109375
2018-06-16,0.0505883905299087,0.0280755069359401,1.9,1.74,0.24,0.7336,3.8702,0.5409325366426638,37509000.0,4.0,24.88647632598877,25.01906013488769,46.94673727058876,9.511560496636603,0.121099070785758,816851700.0,24.90006446838379,2779.659912109375
2018-06-17,0.0505883905299087,0.0280755069359401,1.9,1.74,0.24,0.7336,3.8702,0.5409325366426638,37509000.0,4.0,24.87864246368408,24.991010665893555,46.94673727058876,9.26834370822131,0.1124491371582038,816851700.0,24.90006446838379,2779.659912109375
2018-06-18,0.0505883905299087,0.0280755069359401,1.9,1.74,0.24,0.7336,3.8702,0.5409325366426638,37509000.0,4.0,24.87923755645752,24.96296119689941,46.94673727058876,9.042499547549966,0.1044170559326178,816851700.0,24.691818237304688,2773.75
2018-06-19,0.0505883905299087,0.0280755069359401,1.9,1.74,0.24,0.7336,3.8702,0.5409325366426638,25506900.0,4.0,24.872891108194988,24.907712391444612,40.70244961889469,9.724828205740012,0.1118334255859381,791344800.0,24.87328720092773,2762.590087890625
2018-06-20,0.0505883905299087,0.0280755069359401,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,28057500.0,4.0,24.87259362538656,24.886888231549943,47.28267465833516,9.418386954139276,0.1168073925885887,819402300.0,24.87328720092773,2767.320068359375
2018-06-21,0.0505883905299087,0.0280755069359401,1.92,1.74,0.24,0.7336,3.8702,0.5409325366426638,23899800.0,4.0,24.863668886820477,24.86648859296526,47.282674658335154,9.133834363367162,0.1084640074036895,819402300.0,25.05177879333496,2749.760009765625
2018-06-22,0.0505883905299087,0.0280755069359401,1.92,1.74,0.24,0.7336,3.8702,0.5409325366426638,24276000.0,4.0,24.87199865976969,24.8843378339495,53.20616161347749,8.939440710766293,0.113465977761085,843678300.0,25.233251571655277,2754.8798828125
2018-06-23,0.0505883905299087,0.0280755069359401,1.92,1.74,0.24,0.7336,3.8702,0.5409325366426638,32439000.0,4.0,24.88994731903076,24.93193599155971,58.3324227451401,9.491255337874431,0.1183236063724584,876117300.0,25.233251571655277,2754.8798828125
2018-06-24,0.0505883905299087,0.0280755069359401,1.92,1.74,0.24,0.7336,3.8702,0.5409325366426638,32439000.0,4.0,24.909482701619467,24.97953414916992,58.332422745140086,10.003654634474843,0.1098719202029971,876117300.0,25.233251571655277,2754.8798828125
2018-06-25,0.0505883905299087,0.0280755069359401,1.92,1.74,0.24,0.7336,3.8702,0.5409325366426638,32439000.0,4.0,24.932885360717773,25.027132306780132,58.332422745140086,10.479453981318084,0.102023925902783,876117300.0,25.72411727905273,2717.070068359375
2018-06-26,0.0505883905299087,0.0280755069359401,1.92,1.74,0.24,0.7336,3.8702,0.5409325366426638,47818500.0,4.0,24.972650210062664,25.174603598458425,69.58789629815239,12.529192453817132,0.1297983388666886,923935800.0,25.578344345092773,2723.06005859375
2018-06-27,0.0505883905299087,0.0280755069359401,1.92,1.74,0.24,0.7336,3.8702,0.5409325366426638,30378600.0,4.0,25.007555961608887,25.275326047624866,64.05423871385211,13.6419985233805,0.1309393813733509,893557200.0,25.849061965942383,2699.6298828125
2018-06-28,0.0505883905299087,0.0280755069359401,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,30899100.0,4.0,25.0514856338501,25.414722442626957,68.98657440391275,15.379937829412285,0.1409235413359408,924456300.0,25.542638778686523,2716.31005859375
2018-06-29,0.0505883905299087,0.0280755069359401,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,25401000.0,4.0,25.085796101888025,25.48484529767717,59.10124092487919,15.581548116579864,0.152744944615935,899055300.0,25.48017120361328,2718.3701171875
2018-06-30,0.0505883905299087,0.0280755069359401,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,24766800.0,4.0,25.10096810658773,25.52011953081404,57.29868356310986,15.511249474411285,0.1462965610771712,874288500.0,25.48017120361328,2718.3701171875
2018-07-01,0.0505883905299087,0.0280755069359401,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,24766800.0,4.0,25.131808217366537,25.55539376395089,57.29868356310986,15.445972163826177,0.1358468067145161,874288500.0,25.48017120361328,2718.3701171875
2018-07-02,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,24766800.0,3.8,25.15818583170573,25.590667997087756,57.298683563109854,15.38535751828286,0.126143463377765,874288500.0,24.98931121826172,2726.7099609375
2018-07-03,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,24375300.0,3.8,25.168201446533203,25.48569570268904,44.09865500372911,15.129452695015638,0.1521946435187505,849913200.0,25.12020301818848,2713.219970703125
2018-07-04,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,13188600.0,3.8,25.182580121358235,25.420246941702707,47.567390557933685,14.39629313709542,0.1506730118336081,863101800.0,25.12020301818848,2713.219970703125
2018-07-05,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,13188600.0,3.8,25.172862116495768,25.31612423488072,47.56739055793369,13.715502119026649,0.1399106538454932,863101800.0,25.15888023376465,2736.610107421875
2018-07-06,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,16102500.0,3.8,25.17236633300781,25.26130158560617,48.65914301074801,12.927374394703602,0.1326796939691132,879204300.0,25.14102935791016,2759.820068359375
2018-07-07,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,16841100.0,3.8,25.171870549519856,25.21285275050572,48.1607124995986,12.26674586656783,0.1244776355323545,862363200.0,25.14102935791016,2759.820068359375
2018-07-08,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,16841100.0,3.8,25.167507298787434,25.164403915405277,48.1607124995986,11.653305090441757,0.115586375851472,862363200.0,25.14102935791016,2759.820068359375
2018-07-09,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,16841100.0,3.8,25.168994585673016,25.115955080304825,48.16071249959861,11.083681512610402,0.1073302061477955,862363200.0,25.56346702575684,2784.169921875
2018-07-10,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,19726200.0,3.8,25.18456312815348,25.197977338518417,60.20808120937042,11.75028729161972,0.1298378819834301,882089400.0,25.944255828857425,2793.840087890625
2018-07-11,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,18145200.0,3.8,25.212824630737305,25.31569916861398,67.53270746149732,13.415653551003642,0.1477629477775126,900234600.0,25.74196434020996,2774.02001953125
2018-07-12,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,16787700.0,3.8,25.23493811289469,25.40452221461705,61.09844370573813,14.0428845410374,0.1516578435539375,883446900.0,25.738990783691406,2798.2900390625
2018-07-13,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,14665800.0,3.8,25.258935928344727,25.48739515032087,61.006431891525416,14.612168772609788,0.1410375373371244,868781100.0,26.090028762817383,2801.31005859375
2018-07-14,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,19165800.0,3.8,25.294734064737955,25.622966493879044,67.2724244089406,16.035931632986316,0.156037568893471,887946900.0,26.090028762817383,2801.31005859375
2018-07-15,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,19165800.0,3.8,25.33350721995036,25.75853783743722,67.2724244089406,17.357997146193092,0.1448920282582231,887946900.0,26.090028762817383,2801.31005859375
2018-07-16,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,19165800.0,3.8,25.37317269643148,25.8941091809954,67.2724244089406,18.58562940845653,0.13454259766835,887946900.0,26.07217788696289,2798.429931640625
2018-07-17,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,13341600.0,3.8,25.412243143717447,25.96678216116769,66.59277726466269,19.628481202804306,0.1262074746816459,874605300.0,26.235801696777344,2809.550048828125
2018-07-18,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,17734500.0,3.8,25.456767717997234,26.00843157087053,69.62229203382998,21.02963140743685,0.1288800700482749,892339800.0,26.200101852416992,2815.6201171875
2018-07-19,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,15136500.0,3.8,25.507043838500977,26.07387978690011,68.16974934710271,22.12319335649175,0.1222243396419947,877203300.0,26.095977783203125,2804.489990234375
2018-07-20,0.0430108007522058,0.0285412478556192,1.91,1.74,0.24,0.7336,3.8702,0.5409325366426638,14649300.0,3.8,25.54780019124349,26.1248779296875,63.97722603531951,22.5397118360737,0.1209314631828427,862554000.0,26.197120666503903,2801.830078125
